step,loss,learning_rate,elapsed_s
675,1.890611,1.34e-04,10097.2
676,1.994473,1.34e-04,10112.5
677,1.856049,1.34e-04,10127.1
678,1.981518,1.34e-04,10142.6
679,2.120279,1.34e-04,10157.9
680,1.916903,1.33e-04,10173.3
681,2.014218,1.33e-04,10189.4
682,2.017724,1.33e-04,10204.3
683,2.015383,1.33e-04,10219.4
684,1.934363,1.32e-04,10234.4
685,2.170275,1.32e-04,10249.5
686,2.026153,1.32e-04,10264.3
687,1.935721,1.32e-04,10279.5
688,1.971109,1.32e-04,10295.8
689,1.962020,1.31e-04,10311.2
690,2.032529,1.31e-04,10326.3
691,1.874994,1.31e-04,10341.3
692,1.923311,1.31e-04,10356.4
693,1.990275,1.30e-04,10371.3
694,1.957141,1.30e-04,10385.9
695,2.052768,1.30e-04,10400.8
696,1.969545,1.30e-04,10415.7
697,1.902339,1.30e-04,10430.2
698,1.852337,1.29e-04,10445.0
699,1.931662,1.29e-04,10460.0
700,1.953514,1.29e-04,10474.8
701,1.879142,1.29e-04,10489.6
702,1.672716,1.28e-04,10504.4
703,1.924589,1.28e-04,10519.1
704,2.024074,1.28e-04,10534.4
705,1.904701,1.28e-04,10549.3
706,1.795692,1.28e-04,10564.3
707,1.896019,1.27e-04,10579.2
708,1.866473,1.27e-04,10595.9
709,2.203761,1.27e-04,10610.9
710,1.866489,1.27e-04,10625.8
711,1.996821,1.26e-04,10640.5
712,1.919220,1.26e-04,10655.9
713,1.761996,1.26e-04,10670.9
714,2.039785,1.26e-04,10685.7
715,2.144719,1.26e-04,10700.3
716,1.903718,1.25e-04,10715.0
717,1.882171,1.25e-04,10729.4
718,1.788429,1.25e-04,10744.6
719,1.838317,1.25e-04,10760.5
720,1.978032,1.24e-04,10776.4
721,2.010937,1.24e-04,10791.3
722,1.897057,1.24e-04,10806.1
723,1.982624,1.24e-04,10820.5
724,2.035566,1.24e-04,10835.4
725,1.859649,1.23e-04,10850.1
726,1.771713,1.23e-04,10864.7
727,1.960122,1.23e-04,10879.4
728,1.863086,1.23e-04,10894.5
729,1.860044,1.22e-04,10910.0
730,1.975127,1.22e-04,10924.5
731,1.906596,1.22e-04,10939.4
732,1.853274,1.22e-04,10954.4
733,1.987479,1.21e-04,10971.9
